_type,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457549260476620804,2021-11-08 03:23:18+00:00,@_sweetbri because you have taste!,@_sweetbri because you have taste!,1457549260476620804,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",2,0,1,0,1457547717731921921,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.457547717731922e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': '_sweetbri', 'id': 219934077, 'displayname': 'itbelikethat🧚🏽✨', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/_sweetbri'}","[{'_type': 'snscrape.modules.twitter.User', 'username': '_sweetbri', 'id': 219934077, 'displayname': 'itbelikethat🧚🏽✨', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/_sweetbri'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457540273601277955,2021-11-08 02:47:35+00:00,@CaliKilo ok but who do you think did it 👀,@CaliKilo ok but who do you think did it 👀,1457540273601277955,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,0,1,1457535648831836167,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.4575356488318362e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'CaliKilo', 'id': 117926461, 'displayname': 'Cali Kilo 🤩', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/CaliKilo'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'CaliKilo', 'id': 117926461, 'displayname': 'Cali Kilo 🤩', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/CaliKilo'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457540097113399302,2021-11-08 02:46:53+00:00,@walkthisbussy catch me leaving zero crumbs 💅,@walkthisbussy catch me leaving zero crumbs 💅,1457540097113399302,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,1,0,1457539242104610817,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.4575392421046108e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'walkthisbussy', 'id': 1115344269198471168, 'displayname': 'Seaquarium’s transparent soul 👁👄👁', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/walkthisbussy'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'walkthisbussy', 'id': 1115344269198471168, 'displayname': 'Seaquarium’s transparent soul 👁👄👁', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/walkthisbussy'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457533481244925953,2021-11-08 02:20:36+00:00,@kyleigh0923 not all heroes wear capes,@kyleigh0923 not all heroes wear capes,1457533481244925953,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,2,0,1457520691281121280,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.4575206912811213e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'kyleigh0923', 'id': 999143150584258560, 'displayname': 'kyleigh :)', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/kyleigh0923'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'kyleigh0923', 'id': 999143150584258560, 'displayname': 'kyleigh :)', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/kyleigh0923'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457533203544264712,2021-11-08 02:19:30+00:00,@erinabletweets LMAO exactly bestie,@erinabletweets LMAO exactly bestie,1457533203544264712,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",4,0,10,0,1457516660831686664,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.4575166608316867e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'erinabletweets', 'id': 423611891, 'displayname': 'Erin Wood', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/erinabletweets'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'erinabletweets', 'id': 423611891, 'displayname': 'Erin Wood', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/erinabletweets'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457533083234807822,2021-11-08 02:19:01+00:00,@RUlNMAKEUP thank u i tried,@RUlNMAKEUP thank u i tried,1457533083234807822,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",1,0,1,1,1457509633430630404,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.4575096334306304e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'RUlNMAKEUP', 'id': 4053690555, 'displayname': 'arielle*:･ﾟ✧*:･ﾟ✧', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/RUlNMAKEUP'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'RUlNMAKEUP', 'id': 4053690555, 'displayname': 'arielle*:･ﾟ✧*:･ﾟ✧', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/RUlNMAKEUP'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457527616760520717,2021-11-08 01:57:18+00:00,@kyayaarmihir 🍵👀,@kyayaarmihir 🍵👀,1457527616760520717,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",1,0,0,0,1457364458162954243,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.4573644581629542e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'kyayaarmihir', 'id': 1393633176254222336, 'displayname': 'Mihir', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/kyayaarmihir'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'kyayaarmihir', 'id': 1393633176254222336, 'displayname': 'Mihir', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/kyayaarmihir'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457527238518185986,2021-11-08 01:55:47+00:00,@urlocalshy 👀,@urlocalshy 👀,1457527238518185986,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,0,0,1457511929669431305,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.4575119296694313e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'urlocalshy', 'id': 585945516, 'displayname': 'shy loves mean girls', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/urlocalshy'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'urlocalshy', 'id': 585945516, 'displayname': 'shy loves mean girls', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/urlocalshy'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457493990815768579,2021-11-07 23:43:40+00:00,@ChristineDana_ now all i can think about is the puppy bunker again 🐶,@ChristineDana_ now all i can think about is the puppy bunker again 🐶,1457493990815768579,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,0,0,1457492112514199559,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.4574921125141996e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'ChristineDana_', 'id': 372930907, 'displayname': 'Christine Dana', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ChristineDana_'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'ChristineDana_', 'id': 372930907, 'displayname': 'Christine Dana', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ChristineDana_'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457489152019255296,2021-11-07 23:24:27+00:00,@britishfvcker lets check back in two weeks 👀👀,@britishfvcker lets check back in two weeks 👀👀,1457489152019255296,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,1,0,1457486896238628875,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.4574868962386289e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'h0rizn_', 'id': 227458048, 'displayname': None, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/h0rizn_'}",,,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457488868089995266,2021-11-07 23:23:19+00:00,@jessimousse 🕵️‍♀️,@jessimousse 🕵️‍♀️,1457488868089995266,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,1,0,1457464610454478853,und,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.4574646104544788e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jessimousse', 'id': 26729801, 'displayname': 'Jessi', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/jessimousse'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'jessimousse', 'id': 26729801, 'displayname': 'Jessi', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/jessimousse'}]",,,,
snscrape.modules.twitter.Tweet,https://twitter.com/Tinder/status/1457488759482724357,2021-11-07 23:22:53+00:00,@pentapenguin_ yessss 🎉🎉,@pentapenguin_ yessss 🎉🎉,1457488759482724357,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Tinder', 'id': 625298957, 'displayname': 'Tinder', 'description': 'ur current flame ❤️\u200d🔥 (18+)', 'rawDescription': 'ur current flame ❤️\u200d🔥 (18+)', 'descriptionUrls': None, 'verified': True, 'created': '2012-07-03T05:56:23+00:00', 'followersCount': 207085, 'friendsCount': 280, 'statusesCount': 12535, 'favouritesCount': 30740, 'listedCount': 716, 'mediaCount': 1965, 'location': 'Los Angeles', 'protected': False, 'linkUrl': 'https://youtube.com/c/Tinder', 'linkTcourl': 'https://t.co/QTEM6rELdj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1407789460335382531/hWIzi8ny_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625298957/1625167317', 'label': None, 'url': 'https://twitter.com/Tinder'}",0,0,1,0,1457476513566236681,und,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,,,,1.4574765135662367e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'pentapenguin_', 'id': 587798646, 'displayname': 'j.food 🛸', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/pentapenguin_'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'pentapenguin_', 'id': 587798646, 'displayname': 'j.food 🛸', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/pentapenguin_'}]",,,,
